KEGG_ko,Core_count,Variable_count,Core_norm,Variable_norm,KO_Difference,Z_score,p_value,BH_corrected_p_value,Bonferroni_corrected_p_value,Significant_BH,Significant_Bonferroni,Description,Preferred_name,PFAMs,Group,
ko:K18672,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria",dacA,DisA_N,Planctomycetes,
ko:K18581,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glycosyl Hydrolase Family 88,-,Glyco_hydro_88,Planctomycetes,
ko:K18478,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the carbohydrate kinase PfkB family,-,PfkB,Planctomycetes,
ko:K06873,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,AAA domain,-,"AAA_26,DRTGG",Planctomycetes,
ko:K18106,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,inositol 2-dehydrogenase activity,-,"GFO_IDH_MocA,GFO_IDH_MocA_C",Planctomycetes,
ko:K18105,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the conversion of 3'-phosphate to a 2',3'- cyclic phosphodiester at the end of RNA. The mechanism of action of the enzyme occurs in 3 steps (A) adenylation of the enzyme by ATP",rtcA,"RTC,RTC_insert",Planctomycetes,
ko:K06857,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system,pstB,ABC_tran,Planctomycetes,
ko:K06881,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"PFAM phosphoesterase, RecJ domain protein",-,"DHH,DHHA1",Planctomycetes,
ko:K18023,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the complex I 20 kDa subunit family,-,Oxidored_q6,Planctomycetes,
ko:K17828,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily,pyrD,DHO_dh,Planctomycetes,
ko:K17763,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,STAS domain,rsbR,"RsbRD_N,STAS",Planctomycetes,
ko:K17762,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Anti-anti-sigma regulatory factor (Antagonist of anti-sigma factor),rsbS,"STAS,STAS_2",Planctomycetes,
ko:K06888,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Protein of unknown function, DUF255",yyaL,"GlcNAc_2-epim,Thioredox_DsbH",Planctomycetes,
ko:K17758,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration",nnrD,"ACPS,Carb_kinase,YjeF_N",Planctomycetes,
ko:K17752,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Histidine kinase-like ATPases,-,"HATPase_c,HATPase_c_2",Planctomycetes,
ko:K06897,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Metallo-beta-lactamase superfamily,-,Lactamase_B,Planctomycetes,
ko:K06898,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,(AIR) carboxylase,-,AIRC,Planctomycetes,
ko:K06883,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,ADP-ribosylation factor family,mglA,"Arf,Ras",Planctomycetes,
ko:K18831,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,sequence-specific DNA binding,spiA,"EntA_Immun,HTH_3,Peptidase_M78,Peptidase_S24",Planctomycetes,
ko:K06714,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM sigma-54 factor interaction domain-containing protein,bkdR,"DapB_N,HTH_8,PAS,Sigma54_activat",Planctomycetes,
ko:K06412,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the SpoVG family,-,SpoVG,Planctomycetes,
ko:K06133,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,4'-phosphopantetheinyl transferase superfamily,-,ACPS,Planctomycetes,
ko:K06139,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Iron-sulfur cluster-binding domain,pqqE,"Fer4_12,Radical_SAM,SPASM",Planctomycetes,
ko:K06142,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,membrane,-,OmpH,Planctomycetes,
ko:K06153,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin,uppP,BacA,Planctomycetes,
ko:K06168,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine",miaB,"Radical_SAM,TRAM,UPF0004",Planctomycetes,
ko:K06173,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs",truA,PseudoU_synth_1,Planctomycetes,
ko:K18707,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,SMART Elongator protein 3 MiaB NifB,yqeV,"Radical_SAM,TRAM,UPF0004",Planctomycetes,
ko:K18682,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Endoribonuclease that initiates mRNA decay,rny,"DUF3552,HD,KH_1",Planctomycetes,
ko:K06187,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,recR,"RecR,Toprim_4",Planctomycetes,
ko:K06442,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,FtsJ-like methyltransferase,rrmJ,"FtsJ,S4",Planctomycetes,
ko:K06194,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,peptidase,nlpD,"LysM,Peptidase_M23",Planctomycetes,
ko:K06200,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Carbon starvation protein,cstA,"CstA,CstA_5TM",Planctomycetes,
ko:K06207,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,GTP-binding protein TypA,typA,"EFG_C,GTP_EFTU,GTP_EFTU_D2",Planctomycetes,
ko:K06217,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Phosphate starvation-inducible protein PhoH,-,PhoH,Planctomycetes,
ko:K06287,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Maf family protein,maf,Maf,Planctomycetes,
ko:K06320,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Protein conserved in bacteria,-,"DUF3880,Glyco_trans_1_2",Planctomycetes,
ko:K06335,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the small heat shock protein (HSP20) family,hspX,HSP20,Planctomycetes,
ko:K06349,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,sulfuric ester hydrolase activity,kbaA,"KbaA,Sulfatase",Planctomycetes,
ko:K06381,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Stage II sporulation protein,-,SpoIID,Planctomycetes,
ko:K06384,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Stage II sporulation protein M,-,SpoIIM,Planctomycetes,
ko:K06196,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"PFAM cytochrome c biogenesis protein, transmembrane region",dsbD,DsbD,Planctomycetes,
ko:K05567,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"oxidoreductase, chain 4L",-,Oxidored_q2,Planctomycetes,
ko:K19221,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,ATP corrinoid adenosyltransferase BtuR CobO CobP,cobO,CobA_CobO_BtuR,Planctomycetes,
ko:K05565,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,antiporter,-,"DUF4040,Proton_antipo_M,Proton_antipo_N",Planctomycetes,
ko:K03801,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Biotin/lipoate A/B protein ligase family,lipB,"BPL_LplA_LipB,NUDIX",Planctomycetes,
ko:K03803,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Positive regulator of sigma(E), RseC MucC",-,RseC_MucC,Planctomycetes,
ko:K21401,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,FAD binding domain,-,FAD_binding_3,Planctomycetes,
ko:K03817,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Acetyltransferase (GNAT) domain,-,Acetyltransf_3,Planctomycetes,
ko:K03820,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Transfers the fatty acyl group on membrane lipoproteins,lnt,CN_hydrolase,Planctomycetes,
ko:K03823,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Acetyltransferase (GNAT) domain,-,"Acetyltransf_1,Acetyltransf_4",Planctomycetes,
ko:K03833,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Elongation factor SelB, winged helix",-,"GTP_EFTU,GTP_EFTU_D2,SelB-wing_2,SelB-wing_3",Planctomycetes,
ko:K21298,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,carbohydrate binding,cbpA,"Glyco_hydro_36,Glyco_transf_36",Planctomycetes,
ko:K20995,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Notch homolog 2,NOTCH2,"Ank,Ank_2,Ank_4,Ank_5,DUF3454,EGF,EGF_CA,NOD,NODP,Notch,hEGF",Planctomycetes,
ko:K03926,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM CutA1 divalent ion tolerance protein,cutA,CutA1,Planctomycetes,
ko:K03928,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Alpha/beta hydrolase family,yvaK,Hydrolase_4,Planctomycetes,
ko:K03930,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Serine hydrolase involved in the detoxification of formaldehyde,estA,Esterase,Planctomycetes,
ko:K03969,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,TIGRFAM Phage shock protein A,-,PspA_IM30,Planctomycetes,
ko:K03973,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PspC domain protein,pspC,PspC,Planctomycetes,
ko:K03974,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Sigma-54 interaction domain,-,"HTH_8,Sigma54_activat",Planctomycetes,
ko:K03977,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,GTPase that plays an essential role in the late steps of ribosome biogenesis,der,"KH_dom-like,MMR_HSR1",Planctomycetes,
ko:K03979,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control",obg,"DUF1967,GTP1_OBG,MMR_HSR1",Planctomycetes,
ko:K20994,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Notch homolog 2,NOTCH2,"Ank,Ank_2,Ank_4,Ank_5,DUF3454,EGF,EGF_CA,NOD,NODP,Notch,hEGF",Planctomycetes,
ko:K20850,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PKD domain,-,"Beta_helix,CHU_C,Cadherin-like,FlgD_ig,PKD,Pectate_lyase_3",Planctomycetes,
ko:K20757,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM alanine racemase domain protein,-,"Ala_racemase_N,D-ser_dehydrat",Planctomycetes,
ko:K04043,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Heat shock 70 kDa protein,dnaK,HSP70,Planctomycetes,
ko:K21559,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,FMN binding,rnfG,FMN_bind,Planctomycetes,
ko:K04066,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA",priA,"DEAD,Helicase_C,ResIII",Planctomycetes,
ko:K03799,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,metalloendopeptidase activity,htpX,"DUF3318,Peptidase_M48",Planctomycetes,
ko:K21903,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"regulatory protein, arsR",-,"HTH_20,HTH_5",Planctomycetes,
ko:K22350,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM glycoside hydrolase family 62,-,"Big_2,Big_4,CBM_4_9,CBM_6,DUF1080,DUF1349,DUF5011,Flg_new,GSDH,Glyco_hydro_43,Laminin_G_3,PKD,RicinB_lectin_2,SLH,ThuA",Planctomycetes,
ko:K22278,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,polysaccharide deacetylase,-,Polysacc_deac_1,Planctomycetes,
ko:K03716,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S- adenosylhomocysteine (SAH AdoHcy) to adenine and the corresponding thioribose, 5'-methylthioribose and S-ribosylhomocysteine, respectively",-,-,Planctomycetes,
ko:K03722,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"PFAM Exonuclease, RNase T and DNA polymerase III",-,"DEAD_2,Helicase_C_2,RNase_T",Planctomycetes,
ko:K03723,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",mfd,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF",Planctomycetes,
ko:K22224,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"synthetase (ADP forming), alpha",-,"ATP-grasp_5,Acetyltransf_1,CoA_binding_2,Succ_CoA_lig",Planctomycetes,
ko:K03733,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the 'phage' integrase family. XerC subfamily,-,"Phage_int_SAM_1,Phage_integrase",Planctomycetes,
ko:K03734,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein,apbE,ApbE,Planctomycetes,
ko:K03741,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Low molecular weight phosphotyrosine protein phosphatase,-,LMWPc,Planctomycetes,
ko:K03742,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the CinA family,-,"CinA,MoCF_biosynth",Planctomycetes,
ko:K22187,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the aldehyde dehydrogenase family,-,Aldedh,Planctomycetes,
ko:K22136,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,N-acetylglucosaminylinositol deacetylase activity,-,"CBM9_1,NPCBM_assoc,PIG-L",Planctomycetes,
ko:K03760,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,sulfuric ester hydrolase activity,kbaA,"KbaA,Sulfatase",Planctomycetes,
ko:K22024,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Pyridoxal phosphate biosynthetic protein PdxA,pdxA,PdxA,Planctomycetes,
ko:K03769,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,peptidylprolyl isomerase,-,"Rotamase,Rotamase_3,SurA_N_3",Planctomycetes,
ko:K21993,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Formate nitrite family of,fdhC,Form_Nir_trans,Planctomycetes,
ko:K03781,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,serves to protect cells from the toxic effects of hydrogen peroxide,katA,"Catalase,Catalase-rel",Planctomycetes,
ko:K03787,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates,surE,SurE,Planctomycetes,
ko:K21977,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,DNA / pantothenate metabolism flavoprotein,-,DFP,Planctomycetes,
ko:K21948,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Putative sugar-binding N-terminal domain,-,"DUF1357_C,DUF1537",Planctomycetes,
ko:K21929,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Uracil DNA glycosylase superfamily,-,UDG,Planctomycetes,
ko:K21636,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,CTP reductase activity,-,"ATP-cone,NRDD",Planctomycetes,
ko:K05566,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Domain related to MnhB subunit of Na+/H+ antiporter,-,MnhB,Planctomycetes,
ko:K20344,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Peptidase C39,-,"ABC_membrane,ABC_tran,Peptidase_C39",Planctomycetes,
ko:K20074,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,protein serine/threonine phosphatase activity,-,"PP2C,PP2C_2",Planctomycetes,
ko:K04759,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Ferrous iron transport protein B,feoB,"FeoB_C,FeoB_N,Gate",Planctomycetes,
ko:K04763,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Tyrosine recombinase XerD,xerD,"Phage_int_SAM_1,Phage_integrase",Planctomycetes,
ko:K19347,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,galacturonokinase activity,-,"GHMP_kinases_C,GHMP_kinases_N,GalKase_gal_bdg",Planctomycetes,
ko:K04765,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM MazG nucleotide pyrophosphohydrolase,mazG,MazG,Planctomycetes,
ko:K19294,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"MBOAT, membrane-bound O-acyltransferase family",algI,MBOAT,Planctomycetes,
ko:K19265,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Aldo/keto reductase family,yghZ,Aldo_ket_red,Planctomycetes,
ko:K19244,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Catalyzes the NAD( )-dependent oxidative deamination of L-alanine to pyruvate, and the reverse reaction, the reductive amination of pyruvate",ala,OCD_Mu_crystall,Planctomycetes,
ko:K04984,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,temperature-gated cation channel activity,-,"Ank,Ank_2,Ank_3,Ank_4",Planctomycetes,
ko:K05275,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Aldo/keto reductase family,-,Aldo_ket_red,Planctomycetes,
ko:K06901,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Permease family,yjcD,Xan_ur_permease,Planctomycetes,
ko:K05337,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,4Fe-4S single cluster domain of Ferredoxin I,fdx,Fer4_13,Planctomycetes,
ko:K05349,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"hydrolase, family 3",-,"Fn3-like,Glyco_hydro_3,Glyco_hydro_3_C,PA14",Planctomycetes,
ko:K05350,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Glycosyl hydrolase family 1,blgA,Glyco_hydro_1,Planctomycetes,
ko:K19157,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Bacterial toxin of type II toxin-antitoxin system, YafQ",-,YafQ_toxin,Planctomycetes,
ko:K05351,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Glucose dehydrogenase C-terminus,ydjJ,"ADH_N,ADH_zinc_N",Planctomycetes,
ko:K05515,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Penicillin binding protein transpeptidase domain,-,"PBP_dimer,Transpeptidase",Planctomycetes,
ko:K19055,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM YbaK prolyl-tRNA synthetase associated region,-,tRNA_edit,Planctomycetes,
ko:K05516,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,DnaJ-class molecular chaperone with C-terminal Zn finger domain,-,"DnaJ,DnaJ_C",Planctomycetes,
ko:K05548,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Protein involved in sugar porter activity, transport and response to antibiotic",-,"MFS_1,MFS_4",Planctomycetes,
ko:K18930,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"FAD linked oxidases, C-terminal domain",glcD,"FAD-oxidase_C,FAD_binding_4",Planctomycetes,
ko:K05562,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,multisubunit Na H antiporter MnhE subunit,mrpE,MNHE,Planctomycetes,
ko:K19353,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,sulfuric ester hydrolase activity,kbaA,"KbaA,Sulfatase",Planctomycetes,
ko:K20276,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"domain, Protein",-,"Big_2,PSCyt2,PSD1",Planctomycetes,
ko:K04758,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,FeoA,-,FeoA,Planctomycetes,
ko:K04751,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Belongs to the P(II) protein family,-,P-II,Planctomycetes,
ko:K20035,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Dehydrogenase,acd,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N",Planctomycetes,
ko:K19956,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,PFAM Alcohol dehydrogenase GroES-like domain,-,"ADH_N,ADH_zinc_N",Planctomycetes,
ko:K19954,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Iron-containing alcohol dehydrogenase,dhaT1,Fe-ADH,Planctomycetes,
ko:K04075,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,"Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine",tilS,"ATP_bind_3,TilS,TilS_C",Planctomycetes,
ko:K19714,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Iron-containing alcohol dehydrogenase,kdnB,"CTP_transf_3,Fe-ADH",Planctomycetes,
ko:K04084,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,Cytochrome c biogenesis protein transmembrane region,-,"DsbC,DsbD,Thioredoxin_2,Thioredoxin_7",Planctomycetes,
ko:K04087,5,0,-0.038944358,-0.067441367,0.028497008,0.189569679,0.849646349,1,1,FALSE,FALSE,prohibitin homologues,-,Band_7,Planctomycetes,
